,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2135,08123,10,11,15,16,25,29,02
2136,08122,02,08,11,14,19,26,15
2137,08121,02,22,23,27,31,32,06
2138,08120,10,11,22,24,26,33,02
2139,08119,05,07,09,15,24,29,07
2140,08118,04,09,16,27,31,33,01
2141,08117,03,05,07,10,14,33,07
2142,08116,03,07,21,22,24,29,14
2143,08115,02,12,13,14,17,18,06
2144,08114,04,09,20,24,25,31,14
2145,08113,06,09,10,12,17,22,09
2146,08112,05,13,14,19,22,23,06
2147,08111,17,18,21,25,31,32,06
2148,08110,10,16,22,23,29,31,02
2149,08109,04,07,09,16,21,28,10
2150,08108,09,10,15,17,23,30,12
2151,08107,06,13,18,22,27,32,04
2152,08106,14,19,25,27,29,30,15
2153,08105,05,17,19,27,28,32,02
2154,08104,03,06,08,17,24,31,01
2155,08103,01,12,16,18,22,33,04
2156,08102,03,07,12,21,25,32,05
2157,08101,09,17,21,26,28,30,04
2158,08100,08,14,17,21,27,28,14
2159,08099,10,15,16,22,23,24,07
2160,08098,06,07,10,11,15,30,01
2161,08097,03,06,08,09,16,17,13
2162,08096,06,08,12,24,27,31,14
2163,08095,03,08,14,21,28,29,03
2164,08094,01,04,15,16,23,28,14
2165,08093,04,10,12,16,26,28,07
2166,08092,01,03,18,27,28,30,05
2167,08091,03,12,14,23,31,32,10
2168,08090,02,07,14,18,19,24,01
2169,08089,03,06,11,16,22,27,11
2170,08088,01,06,08,16,17,23,05
2171,08087,01,07,26,29,30,31,06
2172,08086,04,05,10,26,27,30,12
2173,08085,01,04,12,20,24,29,15
2174,08084,04,07,13,20,29,30,16
2175,08083,07,08,09,18,29,32,09
2176,08082,04,08,10,12,21,26,09
2177,08081,02,12,13,18,25,31,04
2178,08080,04,14,22,25,29,32,14
2179,08079,03,04,05,10,20,32,09
2180,08078,06,13,16,26,30,33,01
2181,08077,04,12,22,26,30,33,09
2182,08076,02,05,07,11,13,18,11
2183,08075,01,08,14,18,22,30,03
2184,08074,01,11,15,19,20,24,09
2185,08073,01,09,13,22,28,33,08
2186,08072,01,05,10,18,22,30,09
2187,08071,01,06,21,26,27,28,09
2188,08070,05,06,12,15,18,33,13
2189,08069,05,08,17,20,26,30,10
2190,08068,05,07,17,23,27,29,07
2191,08067,10,11,15,19,26,33,13
2192,08066,07,12,21,22,29,30,08
2193,08065,05,13,15,19,30,31,05
2194,08064,01,02,07,09,12,18,12
2195,08063,05,09,11,14,16,17,15
2196,08062,06,08,13,17,24,27,15
2197,08061,01,02,05,12,26,31,06
2198,08060,06,07,08,17,30,32,03
2199,08059,02,06,15,29,31,32,16
2200,08058,01,12,21,27,29,31,11
2201,08057,19,20,21,26,28,30,08
2202,08056,08,13,22,23,25,30,07
2203,08055,11,16,19,23,26,31,04
2204,08054,02,06,16,17,20,25,07
2205,08053,06,12,19,20,21,27,04
2206,08052,02,10,17,23,29,31,10
2207,08051,01,04,08,10,13,33,11
2208,08050,01,11,19,24,26,27,03
2209,08049,03,10,12,13,19,25,04
2210,08048,11,18,21,27,30,32,01
2211,08047,09,12,13,14,20,22,10
2212,08046,15,16,18,24,28,33,15
2213,08045,01,10,13,21,29,32,04
2214,08044,05,07,09,20,26,29,09
2215,08043,03,10,16,22,27,33,14
2216,08042,03,04,09,11,12,24,01
2217,08041,08,11,20,22,23,27,04
2218,08040,06,13,22,25,27,28,09
2219,08039,01,07,10,13,22,29,01
2220,08038,03,09,10,11,15,19,13
2221,08037,01,12,22,24,28,31,06
2222,08036,02,06,13,18,23,28,16
2223,08035,07,11,14,17,18,29,16
2224,08034,03,05,09,11,21,29,09
2225,08033,12,17,18,30,31,33,04
2226,08032,05,14,16,21,23,28,13
2227,08031,03,06,11,15,21,31,13
2228,08030,06,15,18,19,20,28,11
2229,08029,01,09,14,22,29,32,12
2230,08028,01,13,21,26,29,32,10
2231,08027,15,18,19,23,24,26,13
2232,08026,05,17,19,27,29,32,03
2233,08025,08,16,17,18,19,21,14
2234,08024,11,20,21,26,28,30,13
2235,08023,08,16,18,25,26,32,02
2236,08022,12,18,20,24,28,32,05
2237,08021,09,12,19,20,26,28,15
2238,08020,03,10,13,15,28,30,03
2239,08019,02,09,11,17,27,31,05
2240,08018,02,05,06,23,26,33,13
2241,08017,02,05,07,17,20,22,02
2242,08016,03,12,14,21,29,33,13
2243,08015,06,08,11,16,29,33,03
2244,08014,03,09,11,17,21,31,14
2245,08013,02,08,15,16,22,28,10
2246,08012,03,04,05,16,20,30,13
2247,08011,02,14,17,21,30,32,03
2248,08010,03,08,11,17,21,27,09
2249,08009,09,21,29,30,31,32,16
2250,08008,02,15,16,23,26,27,07
2251,08007,01,13,17,22,23,30,11
2252,08006,01,14,16,18,22,27,14
2253,08005,03,05,15,22,24,25,15
2254,08004,04,08,22,23,27,29,08
2255,08003,06,08,11,13,17,19,12
2256,08002,03,04,18,22,25,29,09
2257,08001,02,04,07,09,14,29,03
2258,07153,01,04,19,20,25,31,15
2259,07152,11,17,21,29,30,33,08
2260,07151,01,06,10,11,23,25,02
2261,07150,03,05,11,13,19,24,05
2262,07149,01,17,19,22,28,30,03
2263,07148,03,09,16,17,23,28,07
2264,07147,03,07,18,24,26,27,04
2265,07146,04,18,22,24,26,30,09
2266,07145,08,09,11,12,25,31,11
2267,07144,08,14,23,25,28,32,16
2268,07143,01,06,22,23,24,26,04
2269,07142,11,20,25,26,27,30,08
2270,07141,02,03,04,06,17,31,08
2271,07140,01,05,16,21,22,26,11
2272,07139,06,10,12,14,16,22,06
2273,07138,02,03,15,17,19,25,16
2274,07137,03,07,08,18,20,22,03
2275,07136,01,02,18,21,25,29,14
2276,07135,01,11,16,26,31,33,16
2277,07134,01,04,10,13,18,25,15
2278,07133,03,06,07,11,13,33,10
2279,07132,01,09,16,21,22,23,05
2280,07131,03,05,07,16,22,27,05
2281,07130,03,05,09,11,27,31,04
2282,07129,05,07,20,21,22,30,08
2283,07128,09,10,19,21,27,31,05
2284,07127,06,09,13,16,24,28,11
2285,07126,09,10,19,23,26,31,09
2286,07125,03,05,18,20,27,33,01
2287,07124,03,07,13,16,19,32,16
2288,07123,01,13,15,23,28,32,02
2289,07122,04,07,19,24,26,32,09
2290,07121,03,10,21,22,27,28,06
2291,07120,06,07,11,12,18,25,01
2292,07119,03,08,11,13,25,31,12
2293,07118,04,10,16,18,25,32,15
2294,07117,03,07,09,10,26,32,01
2295,07116,03,05,07,11,17,27,13
2296,07115,01,05,10,16,20,26,02
2297,07114,05,12,15,24,27,33,05
2298,07113,04,18,23,25,26,31,10
2299,07112,07,11,14,16,25,32,11
2300,07111,02,09,10,12,13,17,11
2301,07110,02,04,07,15,24,28,03
2302,07109,01,04,07,08,13,14,04
2303,07108,03,07,12,13,20,33,02
2304,07107,02,08,09,18,24,28,10
2305,07106,12,18,21,24,25,29,08
2306,07105,02,07,10,17,23,29,14
2307,07104,02,08,12,14,20,32,04
2308,07103,07,09,25,27,30,32,01
2309,07102,04,06,08,18,20,33,11
2310,07101,15,16,18,21,22,30,14
2311,07100,08,18,27,29,30,32,06
2312,07099,03,04,14,27,31,33,05
2313,07098,02,03,05,11,19,20,12
2314,07097,04,08,13,18,26,30,11
2315,07096,09,10,20,22,30,32,08
2316,07095,01,06,08,18,29,32,07
2317,07094,03,05,18,19,24,32,02
2318,07093,05,10,13,15,19,29,02
2319,07092,14,18,22,23,24,33,09
2320,07091,02,11,17,30,31,32,07
2321,07090,05,11,13,27,30,31,02
2322,07089,03,07,08,15,19,28,03
2323,07088,02,04,10,28,29,33,06
2324,07087,01,03,04,05,08,21,09
2325,07086,05,08,14,22,27,29,16
2326,07085,02,12,17,19,29,30,12
2327,07084,06,10,12,14,20,27,10
2328,07083,11,14,18,20,21,26,05
2329,07082,05,15,17,18,25,32,15
2330,07081,09,14,15,19,24,33,13
2331,07080,01,08,16,18,19,29,04
2332,07079,03,04,14,20,21,25,14
2333,07078,04,06,07,23,25,32,01
2334,07077,06,08,14,21,28,29,02
2335,07076,06,12,15,16,20,31,02
2336,07075,13,16,17,22,30,32,03
2337,07074,08,13,15,25,27,28,03
2338,07073,05,09,11,19,28,31,02
2339,07072,02,04,08,13,14,33,16
2340,07071,01,06,14,21,30,31,09
2341,07070,06,08,15,17,18,30,12
2342,07069,03,04,11,12,14,32,12
2343,07068,11,18,19,22,23,28,01
2344,07067,06,11,13,17,21,23,11
2345,07066,05,11,16,24,32,33,08
2346,07065,04,07,19,21,25,31,07
2347,07064,02,06,09,16,21,23,16
2348,07063,10,15,17,24,26,28,12
2349,07062,08,17,20,29,30,33,09
2350,07061,01,06,07,11,20,23,05
2351,07060,01,02,08,16,19,29,05
2352,07059,01,03,04,06,07,29,14
2353,07058,07,08,10,13,25,27,07
2354,07057,05,11,18,19,20,21,09
2355,07056,14,17,21,29,31,32,12
2356,07055,02,06,11,22,28,29,02
2357,07054,01,03,16,18,23,28,05
2358,07053,10,13,16,17,18,27,11
2359,07052,02,03,07,08,26,29,07
2360,07051,03,14,16,26,27,33,13
2361,07050,01,05,08,13,18,25,02
2362,07049,04,14,18,19,31,33,02
2363,07048,02,11,12,15,17,28,12
2364,07047,02,04,16,18,23,30,06
2365,07046,02,06,07,09,19,26,14
2366,07045,01,12,18,21,28,30,10
2367,07044,09,13,20,21,24,32,08
2368,07043,03,08,10,11,14,30,05
2369,07042,03,13,16,19,32,33,08
2370,07041,01,03,09,11,26,31,12
2371,07040,13,14,15,19,24,30,10
2372,07039,06,07,19,24,27,29,01
2373,07038,03,11,14,19,21,30,05
2374,07037,10,11,16,23,31,33,16
2375,07036,03,14,21,23,30,31,10
2376,07035,01,04,08,12,29,31,06
2377,07034,02,09,12,14,23,25,16
2378,07033,03,04,11,17,18,28,09
2379,07032,04,08,16,24,30,32,16
2380,07031,04,06,10,12,19,31,01
2381,07030,03,16,21,22,27,30,04
2382,07029,06,08,09,11,19,21,10
2383,07028,03,08,13,20,29,30,11
2384,07027,02,03,09,22,24,27,11
2385,07026,01,04,14,16,26,29,10
2386,07025,03,16,18,22,23,26,03
2387,07024,08,09,17,25,27,32,06
2388,07023,03,07,13,17,32,33,02
2389,07022,02,04,07,10,18,27,10
2390,07021,03,06,09,11,25,31,13
2391,07020,05,10,16,20,28,31,14
2392,07019,04,11,16,23,29,31,14
2393,07018,01,12,18,20,21,26,11
2394,07017,05,09,10,24,25,32,14
2395,07016,01,18,20,22,26,33,05
2396,07015,03,04,08,18,22,30,15
2397,07014,01,13,16,20,24,26,09
2398,07013,05,15,18,27,29,32,05
2399,07012,03,05,07,21,26,28,04
2400,07011,03,10,15,25,28,33,16
2401,07010,03,08,14,17,30,32,05
2402,07009,02,04,14,15,25,27,15
2403,07008,01,04,05,18,19,25,10
2404,07007,04,12,15,17,22,32,14
2405,07006,06,10,14,22,26,27,11
2406,07005,01,05,06,16,24,30,12
2407,07004,03,07,10,13,25,33,10
2408,07003,05,09,11,12,22,27,15
2409,07002,05,06,14,20,21,22,01
2410,07001,02,04,09,10,20,26,14
2411,06154,07,14,18,20,30,33,13
2412,06153,01,07,11,20,30,33,10
2413,06152,01,14,20,25,27,31,15
2414,06151,01,03,04,06,16,22,08
2415,06150,08,09,12,18,25,27,12
2416,06149,02,03,05,11,15,32,15
2417,06148,04,08,12,13,23,29,01
2418,06147,01,04,15,17,27,31,01
2419,06146,03,09,13,23,28,30,05
2420,06145,02,07,23,26,28,31,07
2421,06144,04,10,13,16,22,29,06
2422,06143,01,15,20,29,31,32,08
2423,06142,10,16,19,22,26,27,16
2424,06141,16,18,22,23,25,31,11
2425,06140,01,08,11,18,19,23,05
2426,06139,07,08,14,21,23,25,05
2427,06138,04,09,11,17,18,26,08
2428,06137,10,14,17,21,27,31,09
2429,06136,11,15,17,21,22,24,05
2430,06135,04,19,21,22,23,31,04
2431,06134,10,13,18,26,28,30,12
2432,06133,04,06,20,25,29,31,03
2433,06132,06,14,22,26,30,33,01
2434,06131,03,04,09,22,26,33,01
2435,06130,01,12,21,22,30,32,02
2436,06129,09,14,18,22,27,29,12
2437,06128,04,15,21,30,31,33,05
2438,06127,03,04,11,17,19,30,01
2439,06126,02,08,13,16,24,33,09
2440,06125,15,19,23,30,32,33,06
2441,06124,12,13,14,18,31,32,13
2442,06123,02,03,20,25,28,32,06
2443,06122,04,05,06,08,22,24,03
2444,06121,03,04,06,27,31,33,06
2445,06120,06,08,14,15,24,33,09
2446,06119,01,02,14,20,27,30,02
2447,06118,01,03,07,08,10,30,05
2448,06117,06,14,20,22,23,26,09
2449,06116,05,16,21,22,32,33,09
2450,06115,01,10,20,26,28,29,15
2451,06114,08,10,14,20,27,29,16
2452,06113,05,14,17,18,28,33,02
2453,06112,04,09,13,15,31,33,11
2454,06111,01,08,11,16,17,22,15
2455,06110,09,12,14,18,27,33,13
2456,06109,01,05,17,18,23,26,13
2457,06108,02,06,08,20,24,30,09
2458,06107,01,06,08,13,17,30,07
2459,06106,02,12,14,19,28,33,10
2460,06105,05,12,14,15,20,31,01
2461,06104,03,07,22,27,28,31,11
2462,06103,12,14,15,25,28,31,06
2463,06102,01,04,13,19,20,24,11
2464,06101,09,12,20,26,27,28,16
2465,06100,01,11,18,26,30,32,03
2466,06099,09,12,18,23,24,27,05
2467,06098,06,07,10,11,18,23,16
2468,06097,11,14,15,20,26,27,12
2469,06096,01,05,09,13,18,33,14
2470,06095,01,03,17,20,21,29,16
2471,06094,15,16,17,18,24,33,13
2472,06093,02,12,16,18,19,23,05
2473,06092,02,08,11,16,20,21,14
2474,06091,07,08,12,21,22,24,07
2475,06090,02,11,15,20,23,29,11
2476,06089,01,13,16,18,19,22,01
2477,06088,03,11,20,24,25,26,01
2478,06087,04,05,08,09,12,30,05
2479,06086,04,06,10,24,26,31,06
2480,06085,02,06,18,21,24,25,08
2481,06084,01,12,17,21,25,28,12
2482,06083,07,09,18,19,26,29,10
2483,06082,03,13,15,23,28,29,09
2484,06081,14,16,18,21,22,32,04
2485,06080,15,17,20,22,26,29,09
2486,06079,06,11,13,17,20,32,08
2487,06078,03,05,17,22,31,33,12
2488,06077,08,09,12,13,19,33,09
2489,06076,04,10,17,21,29,32,14
2490,06075,10,21,22,23,25,33,11
2491,06074,01,03,15,19,25,33,04
2492,06073,05,13,16,18,27,29,12
2493,06072,02,03,05,20,21,24,08
2494,06071,05,11,12,19,29,31,01
2495,06070,02,03,11,13,20,27,02
2496,06069,05,16,20,22,29,30,08
2497,06068,03,07,10,14,30,33,10
2498,06067,07,08,11,16,17,24,13
2499,06066,06,08,11,18,30,33,05
2500,06065,04,08,17,28,29,30,13
2501,06064,03,12,14,21,24,28,11
2502,06063,04,05,15,21,23,24,08
2503,06062,18,22,23,24,26,30,01
2504,06061,05,13,17,19,25,30,11
2505,06060,05,15,19,23,30,32,14
2506,06059,05,10,15,17,27,29,11
2507,06058,01,12,22,23,24,25,14
2508,06057,03,04,17,18,21,31,08
2509,06056,11,13,15,21,23,25,08
2510,06055,04,05,28,29,31,33,11
2511,06054,03,05,07,10,28,30,04
2512,06053,01,11,17,27,28,31,02
2513,06052,11,24,26,27,30,32,03
2514,06051,02,06,07,17,27,30,16
2515,06050,02,06,12,15,25,31,07
2516,06049,06,10,12,13,17,20,03
2517,06048,09,13,19,25,29,32,12
2518,06047,02,17,20,22,28,32,03
2519,06046,13,18,23,29,31,32,08
2520,06045,06,07,10,14,20,21,04
2521,06044,02,10,18,21,30,31,05
2522,06043,05,12,13,16,23,32,03
2523,06042,03,16,23,26,28,31,11
2524,06041,03,10,16,18,21,28,04
2525,06040,15,22,25,26,28,33,03
2526,06039,16,19,22,28,31,32,03
2527,06038,02,14,17,19,22,30,10
2528,06037,02,12,23,24,25,32,14
2529,06036,04,07,10,16,17,21,09
2530,06035,03,09,13,21,27,29,13
2531,06034,02,10,15,16,17,33,13
2532,06033,15,20,22,23,27,31,06
2533,06032,05,18,20,24,26,31,09
2534,06031,03,10,12,16,31,32,14
2535,06030,08,13,15,17,20,32,14
2536,06029,03,04,07,09,14,19,08
2537,06028,05,07,14,16,17,27,04
2538,06027,06,08,11,14,16,27,15
2539,06026,01,02,18,22,29,32,03
2540,06025,03,04,17,19,24,32,05
2541,06024,02,07,09,11,21,27,06
2542,06023,04,13,14,19,23,28,08
2543,06022,02,03,04,13,16,27,13
2544,06021,01,02,05,20,21,22,09
2545,06020,05,09,21,23,26,29,06
2546,06019,04,06,13,22,26,32,07
2547,06018,01,13,14,17,24,26,05
2548,06017,03,04,08,31,32,33,02
2549,06016,01,07,13,17,23,30,16
2550,06015,02,03,09,15,29,32,03
2551,06014,06,14,26,29,32,33,07
2552,06013,01,05,06,12,16,21,11
2553,06012,09,11,13,27,31,33,10
2554,06011,05,07,08,14,27,31,11
2555,06010,04,06,12,19,27,29,08
2556,06009,05,06,08,20,26,30,06
2557,06008,03,05,09,18,28,32,16
2558,06007,04,16,18,27,32,33,07
2559,06006,08,21,22,23,26,32,14
2560,06005,03,19,20,24,26,27,11
2561,06004,04,08,17,27,28,31,07
2562,06003,02,04,05,06,16,20,12
2563,06002,07,13,16,21,26,28,09
2564,06001,01,12,15,19,21,28,03
2565,05153,04,05,07,21,26,29,01
2566,05152,01,05,12,14,21,27,03
2567,05151,04,11,12,13,19,30,05
2568,05150,03,07,10,14,18,20,02
2569,05149,11,16,21,23,25,32,07
2570,05148,03,15,17,23,24,29,13
2571,05147,06,07,15,27,28,30,10
2572,05146,07,11,19,20,24,28,02
2573,05145,03,07,08,17,20,28,15
2574,05144,01,08,14,15,19,27,09
2575,05143,03,10,15,17,20,32,08
2576,05142,07,10,12,17,22,29,05
2577,05141,03,05,08,12,16,19,15
2578,05140,04,06,07,08,12,17,07
2579,05139,02,07,20,23,32,33,10
2580,05138,03,05,06,11,20,22,13
2581,05137,03,09,15,23,25,33,12
2582,05136,05,14,16,18,25,27,13
2583,05135,01,05,13,15,21,25,11
2584,05134,04,13,14,18,26,30,01
2585,05133,01,07,14,16,18,25,11
2586,05132,02,04,10,18,27,29,15
2587,05131,02,07,10,11,12,24,03
2588,05130,03,05,09,15,20,25,16
2589,05129,05,10,14,20,27,33,03
2590,05128,02,04,14,23,29,33,15
2591,05127,04,06,11,14,23,25,12
2592,05126,02,08,13,19,25,26,09
2593,05125,06,14,18,28,31,32,03
2594,05124,05,06,10,19,31,33,11
2595,05123,11,12,13,17,18,25,07
2596,05122,01,04,07,14,30,32,09
2597,05121,01,07,20,25,31,32,12
2598,05120,01,06,13,18,30,32,14
2599,05119,01,07,11,18,20,22,02
2600,05118,04,09,12,15,26,31,16
2601,05117,06,17,22,27,28,32,03
2602,05116,04,06,08,14,15,30,10
2603,05115,03,12,18,23,30,33,02
2604,05114,06,07,10,15,21,27,06
2605,05113,15,18,20,22,26,27,03
2606,05112,04,12,22,28,29,30,16
2607,05111,03,07,15,16,19,29,09
2608,05110,07,10,16,19,24,25,09
2609,05109,03,05,13,15,17,31,04
2610,05108,03,10,12,24,29,30,06
2611,05107,09,10,20,24,25,26,11
2612,05106,01,11,13,24,26,31,13
2613,05105,04,15,23,30,32,33,03
2614,05104,02,04,21,23,30,33,09
2615,05103,04,07,16,18,23,30,07
2616,05102,02,05,06,14,24,31,12
2617,05101,09,16,19,21,22,24,12
2618,05100,02,04,09,14,16,31,03
2619,05099,10,13,16,22,24,31,09
2620,05098,12,15,19,22,31,33,01
2621,05097,05,10,23,27,28,30,15
2622,05096,04,05,17,18,26,33,04
2623,05095,09,12,18,21,28,29,05
2624,05094,03,05,09,23,27,33,03
2625,05093,04,06,17,23,25,29,14
2626,05092,08,13,19,26,28,31,10
2627,05091,01,11,12,15,26,27,13
2628,05090,01,09,21,25,29,32,03
2629,05089,05,19,20,23,26,31,12
2630,05088,01,03,07,18,20,24,07
2631,05087,08,09,15,16,23,26,08
2632,05086,07,11,12,24,27,29,12
2633,05085,08,09,13,14,20,22,12
2634,05084,01,02,07,15,19,20,03
2635,05083,03,05,09,14,16,30,13
2636,05082,01,07,11,14,19,20,12
2637,05081,02,04,10,12,26,30,03
2638,05080,01,12,14,26,27,32,16
2639,05079,03,09,20,24,25,28,05
2640,05078,03,11,15,20,26,32,11
2641,05077,08,17,22,24,32,33,16
2642,05076,04,09,11,22,25,28,13
2643,05075,11,13,14,16,18,31,14
2644,05074,06,09,18,20,26,29,09
2645,05073,01,06,08,09,18,20,01
2646,05072,06,10,19,20,24,33,11
2647,05071,04,08,12,14,16,22,10
2648,05070,03,04,08,14,16,26,04
2649,05069,07,09,21,24,31,33,12
2650,05068,01,08,10,13,25,33,13
2651,05067,03,12,16,20,21,26,16
2652,05066,02,04,10,11,25,28,05
2653,05065,12,16,17,21,22,23,16
2654,05064,10,18,23,27,30,32,08
2655,05063,02,11,13,18,22,30,04
2656,05062,02,07,11,12,20,23,07
2657,05061,05,09,14,21,23,24,01
2658,05060,09,12,21,25,31,33,13
2659,05059,07,11,14,18,24,29,07
2660,05058,04,06,10,21,25,26,10
2661,05057,05,06,10,15,30,31,13
2662,05056,12,17,19,27,29,31,09
2663,05055,05,20,22,30,32,33,09
2664,05054,05,13,17,18,21,29,14
2665,05053,04,07,10,14,27,29,09
2666,05052,01,02,14,17,30,32,01
2667,05051,03,06,14,19,20,21,02
2668,05050,02,09,12,20,26,32,13
2669,05049,02,03,08,10,25,27,12
2670,05048,06,07,08,10,16,28,02
2671,05047,02,03,05,07,08,27,15
2672,05046,09,16,18,20,22,24,05
2673,05045,01,07,10,15,18,20,10
2674,05044,01,06,16,17,18,22,09
2675,05043,04,05,06,07,08,32,05
2676,05042,11,16,21,26,27,30,15
2677,05041,02,11,16,23,24,29,03
2678,05040,01,12,21,24,30,32,13
2679,05039,02,16,18,19,21,29,09
2680,05038,04,07,11,20,27,28,16
2681,05037,07,12,14,22,24,32,16
2682,05036,12,19,20,21,26,31,15
2683,05035,12,16,21,28,29,30,14
2684,05034,05,17,18,25,28,32,09
2685,05033,07,08,12,14,19,20,07
2686,05032,05,15,19,20,25,29,03
2687,05031,04,10,16,20,23,32,07
2688,05030,01,05,09,14,22,28,05
2689,05029,02,14,21,22,27,30,14
2690,05028,04,09,22,25,26,32,10
2691,05027,01,03,04,06,21,32,15
2692,05026,06,12,14,20,25,26,07
2693,05025,01,07,10,11,13,32,07
2694,05024,05,09,14,27,31,32,13
2695,05023,10,15,19,20,21,25,12
2696,05022,08,10,12,21,32,33,04
2697,05021,02,06,24,26,30,31,16
2698,05020,14,16,19,20,25,29,05
2699,05019,06,11,12,13,19,22,08
2700,05018,01,03,06,22,23,25,06
2701,05017,02,06,10,25,27,31,03
2702,05016,01,05,06,12,16,30,15
2703,05015,04,08,09,16,17,29,15
2704,05014,13,19,21,23,30,32,05
2705,05013,07,08,16,19,20,24,06
2706,05012,02,03,06,16,22,31,05
2707,05011,09,11,13,15,22,30,15
2708,05010,08,10,11,18,25,26,01
2709,05009,02,17,22,27,29,31,14
2710,05008,11,19,22,27,32,33,11
2711,05007,07,15,17,20,23,33,15
2712,05006,02,04,05,15,21,31,16
2713,05005,05,09,20,26,28,33,15
2714,05004,01,04,08,09,22,23,03
2715,05003,09,12,15,19,22,31,16
2716,05002,06,09,20,26,28,33,14
2717,05001,01,07,08,23,27,28,14
2718,04122,03,11,14,22,24,31,15
2719,04121,07,13,16,18,30,32,10
2720,04120,07,08,18,21,27,32,10
2721,04119,06,09,18,20,25,33,06
2722,04118,03,04,07,12,30,31,15
2723,04117,01,03,07,14,24,25,07
2724,04116,01,03,05,08,14,33,03
2725,04115,02,16,20,30,31,33,01
2726,04114,01,06,09,17,21,22,01
2727,04113,08,10,23,25,31,32,07
2728,04112,09,13,15,21,26,33,06
2729,04111,11,16,18,20,26,31,02
2730,04110,14,19,20,21,22,31,11
2731,04109,06,08,10,17,30,31,14
2732,04108,08,13,14,27,28,31,12
2733,04107,01,08,12,13,18,20,07
2734,04106,10,15,23,26,28,29,12
2735,04105,07,09,10,21,23,30,12
2736,04104,07,11,17,18,24,29,05
2737,04103,02,03,05,09,16,21,02
2738,04102,03,09,12,15,28,32,01
2739,04101,02,09,14,19,25,26,15
2740,04100,06,08,09,14,24,33,15
2741,04099,05,10,21,22,26,33,02
2742,04098,03,12,13,25,26,31,03
2743,04097,10,19,20,26,29,31,14
2744,04096,01,04,12,16,20,30,15
2745,04095,19,22,27,28,30,32,01
2746,04094,05,09,10,13,24,25,08
2747,04093,11,14,20,27,32,33,05
2748,04092,01,04,08,13,28,31,02
2749,04091,09,13,14,21,30,33,01
2750,04090,01,18,20,24,32,33,12
2751,04089,14,17,20,25,28,30,14
2752,04088,02,10,19,22,24,32,14
2753,04087,01,03,07,08,25,26,14
2754,04086,10,13,18,19,25,27,01
2755,04085,03,08,11,29,30,32,01
2756,04084,01,04,08,11,21,25,14
2757,04083,14,16,27,28,30,33,06
2758,04082,03,20,24,27,29,30,15
2759,04081,03,05,21,24,27,32,06
2760,04080,03,08,20,23,24,26,16
2761,04079,07,13,14,17,19,30,03
2762,04078,04,05,10,21,24,26,05
2763,04077,08,09,10,14,16,26,07
2764,04076,03,05,13,17,25,31,07
2765,04075,07,18,21,26,27,28,07
2766,04074,05,06,15,19,26,29,13
2767,04073,02,07,13,16,23,28,16
2768,04072,08,15,18,28,30,33,14
2769,04071,03,08,16,17,21,29,06
2770,04070,10,12,21,22,30,33,06
2771,04069,02,11,15,20,22,29,05
2772,04068,02,08,11,13,24,31,15
2773,04067,01,06,07,13,16,32,04
2774,04066,05,13,20,23,24,25,03
2775,04065,13,14,27,29,32,33,08
2776,04064,14,15,18,20,27,31,04
2777,04063,07,10,13,16,27,28,07
2778,04062,01,12,25,27,28,29,13
2779,04061,13,16,19,20,23,33,09
2780,04060,03,05,11,24,27,28,15
2781,04059,04,07,11,19,23,26,10
2782,04058,01,08,11,12,27,31,12
2783,04057,05,21,23,25,28,32,04
2784,04056,01,20,21,25,29,30,02
2785,04055,06,08,19,25,29,32,07
2786,04054,09,11,14,16,27,28,11
2787,04053,02,03,04,09,24,25,02
2788,04052,01,12,14,15,17,29,09
2789,04051,02,03,09,10,15,29,11
2790,04050,06,07,19,21,25,29,02
2791,04049,11,12,14,16,25,29,09
2792,04048,08,09,11,16,17,29,09
2793,04047,01,07,08,11,27,31,06
2794,04046,07,15,16,22,23,32,14
2795,04045,01,12,18,26,27,28,13
2796,04044,02,06,07,12,31,32,05
2797,04043,04,09,10,21,22,24,10
2798,04042,06,10,13,17,18,21,02
2799,04041,08,10,17,22,25,29,14
2800,04040,07,17,19,20,21,29,11
2801,04039,10,16,18,25,26,29,03
2802,04038,11,16,17,25,28,29,07
2803,04037,03,04,11,17,20,26,05
2804,04036,02,13,17,18,26,30,01
2805,04035,02,08,26,27,30,32,16
2806,04034,02,07,13,20,27,30,14
2807,04033,01,04,08,09,19,20,01
2808,04032,02,05,08,11,15,31,13
2809,04031,03,06,19,20,21,24,11
2810,04030,01,07,09,17,26,31,05
2811,04029,09,13,20,22,24,32,05
2812,04028,01,02,03,05,10,22,12
2813,04027,01,05,09,10,18,32,11
2814,04026,04,10,14,18,28,32,15
2815,04025,07,08,10,24,29,33,04
2816,04024,01,13,21,23,25,32,06
2817,04023,01,08,14,17,19,30,03
2818,04022,03,10,14,19,20,30,06
2819,04021,05,09,11,17,26,27,10
2820,04020,01,02,09,22,28,31,04
2821,04019,05,10,11,23,24,32,04
2822,04018,02,05,06,08,28,30,06
2823,04017,05,12,14,15,25,31,09
2824,04016,04,07,08,28,30,32,05
2825,04015,01,03,05,18,22,23,13
2826,04014,03,07,11,17,20,26,12
2827,04013,12,14,21,29,30,32,13
2828,04012,01,07,27,30,31,33,08
2829,04011,01,04,13,23,28,30,03
2830,04010,06,07,08,13,14,19,15
2831,04009,01,09,10,16,22,24,11
2832,04008,01,07,10,22,32,33,13
